CD_MUN;NM_MUN; V06001 ; V06002 ; V06003 ; V06004 ; V06005 
4127809;Tomazina; 3.196 ; 8.421 ; 2 ; 2.497 ; 20.611.057 
3127909;Grupiara; 563 ; 1.392 ; 2 ; 2.497 ; 48.745.704 
3514908;Elias Fausto; 5.964 ; 17.669 ; 2 ; 2.496 ; 11.515.857 
4210308;Major Vieira; 2.672 ; 7.386 ; 2 ; 2.496 ; 13.584.535 
3510906;Cássia dos Coqueiros; 1.076 ; 2.788 ; 2 ; 2.496 ; 14.663.589 
5107156;Reserva do Cabaçal; 830 ; 2.109 ; 2 ; 2.495 ; 19.834.921 
5002308;Brasilândia; 4.235 ; 11.494 ; 2 ; 2.495 ; 7.281.422 
3536901;Pedranópolis; 1.052 ; 2.737 ; 1 ; 2.495 ; 7.227.348 
3306206;Vassouras; 12.858 ; 33.850 ; 2 ; 2.495 ; 12.266.362 
4319901;Sapiranga; 28.696 ; 75.284 ; 2 ; 2.494 ; 6.742.266 
4312476;Morro Reuter; 2.297 ; 6.013 ; 1 ; 2.494 ; 3.979.663 
3542404;Regente Feijó; 7.519 ; 20.104 ; 2 ; 2.493 ; 7.857.994 
4125803;São Pedro do Ivaí; 3.353 ; 8.688 ; 2 ; 2.493 ; 9.635.685 
4127502;Tibagi; 7.030 ; 19.922 ; 2 ; 2.493 ; 9.680.857 
4124608;São Carlos do Ivaí; 2.370 ; 6.547 ; 2 ; 2.493 ; 9.672.732 
3200409;Anchieta; 11.036 ; 29.940 ; 2 ; 2.492 ; 6.806.811 
3555802;Urânia; 3.434 ; 8.808 ; 2 ; 2.491 ; 35.789.859 
3520905;Ipaussu; 4.877 ; 13.683 ; 2 ; 2.491 ; 5.636.656 
3554904;Três Fronteiras; 2.587 ; 6.800 ; 2 ; 2.490 ; 8.876.326 
3511003;Castilho; 7.326 ; 19.788 ; 2 ; 2.489 ; 7.612.722 
5215009;Nova Veneza; 3.464 ; 9.444 ; 2 ; 2.489 ; 10.776.406 
5211602;Ivolândia; 1.092 ; 2.679 ; 2 ; 2.489 ; 26.401.177 
3160900;São Brás do Suaçuí; 1.491 ; 3.980 ; 2 ; 2.489 ; 8.429.850 
5203203;Barro Alto; 3.648 ; 10.316 ; 2 ; 2.489 ; 10.115.723 
3100203;Abaeté; 9.025 ; 22.558 ; 2 ; 2.488 ; 11.382.393 
4116406;Nossa Senhora das Graças; 1.362 ; 3.663 ; 2 ; 2.488 ; 5.892.881 
3538501;Piquete; 4.563 ; 12.433 ; 2 ; 2.488 ; 5.581.911 
3150703;Pirajuba; 2.043 ; 5.484 ; 2 ; 2.488 ; 6.371.630 
3149903;Perdões; 7.769 ; 21.236 ; 2 ; 2.488 ; 12.435.126 
4126306;Sengés; 6.101 ; 17.247 ; 2 ; 2.487 ; 170.861.495 
3556107;Valentim Gentil; 5.173 ; 14.067 ; 2 ; 2.487 ; 4.900.587 
5213905;Mossâmedes; 1.861 ; 4.650 ; 1 ; 2.487 ; 13.313.191 
5207600;Fazenda Nova; 2.423 ; 5.844 ; 1 ; 2.485 ; 6.817.342 
3532058;Motuca; 1.412 ; 4.034 ; 2 ; 2.485 ; 4.142.454 
3115359;Catas Altas; 1.984 ; 5.456 ; 2 ; 2.484 ; 6.706.769 
3556008;Urupês; 5.205 ; 13.714 ; 2 ; 2.484 ; 6.394.567 
4108650;Goioxim; 2.305 ; 6.563 ; 2 ; 2.484 ; 22.233.973 
4101150;Ângulo; 1.221 ; 3.233 ; 2 ; 2.484 ; 16.185.246 
4322608;Venâncio Aires; 27.672 ; 68.094 ; 1 ; 2.484 ; 48.645.678 
4109203;Guaraci; 1.815 ; 4.728 ; 2 ; 2.484 ; 7.165.652 
4302154;Boa Vista das Missões; 760 ; 1.917 ; 1 ; 2.483 ; 7.838.271 
4104428;Candói; 5.317 ; 14.959 ; 2 ; 2.483 ; 13.995.903 
5003801;Fátima do Sul; 7.847 ; 20.563 ; 2 ; 2.483 ; 10.348.363 
5106232;Nova Olímpia; 5.742 ; 16.324 ; 2 ; 2.482 ; 5.653.382 
5101209;Araguainha; 408 ; 1.005 ; 2 ; 2.481 ; 6.863.821 
3101201;Aiuruoca; 2.481 ; 6.162 ; 2 ; 2.481 ; 22.941.807 
5213400;Moiporá; 708 ; 1.684 ; 1 ; 2.481 ; 22.322.783 
5108352;Vale de São Domingos; 1.097 ; 2.902 ; 2 ; 2.481 ; 4.914.292 
4128625;Alto Paraíso; 1.135 ; 3.001 ; 2 ; 2.481 ; 3.451.676 
3151602;Planura; 4.063 ; 11.119 ; 2 ; 2.480 ; 8.951.567 
4202537;Bom Jesus; 974 ; 2.775 ; 2 ; 2.480 ; 5.292.979 
4110003;Iguaraçu; 1.957 ; 5.328 ; 2 ; 2.479 ; 5.201.083 
4311502;Lavras do Sul; 2.924 ; 7.080 ; 2 ; 2.479 ; 12.841.206 
3548005;Santo Antônio de Posse; 7.986 ; 23.161 ; 2 ; 2.479 ; 5.899.122 
3101904;Alpinópolis; 6.594 ; 18.257 ; 2 ; 2.478 ; 12.174.462 
3130101;Igarapé; 15.895 ; 45.760 ; 2 ; 2.477 ; 8.418.113 
3524501;Jaci; 2.637 ; 7.444 ; 2 ; 2.477 ; 6.638.284 
4110102;Imbituva; 10.314 ; 29.821 ; 2 ; 2.477 ; 6.571.183 
4128401;Uraí; 4.041 ; 10.384 ; 2 ; 2.476 ; 9.313.148 
4207858;Irati; 787 ; 2.069 ; 1 ; 2.476 ; 6.853.119 
3159209;Santa Rita de Caldas; 3.356 ; 8.418 ; 1 ; 2.476 ; 10.356.721 
5005251;Laguna Carapã; 2.346 ; 6.779 ; 2 ; 2.476 ; 17.053.920 
3137106;Lagamar; 2.781 ; 6.595 ; 1 ; 2.475 ; 24.247.284 
4219358;Vitor Meireles; 1.922 ; 5.368 ; 2 ; 2.474 ; 5.842.262 
3509403;Cajuru; 8.600 ; 23.738 ; 2 ; 2.474 ; 8.438.018 
4204152;Celso Ramos; 1.031 ; 2.805 ; 1 ; 2.473 ; 11.924.678 
3542909;Ribeirão Bonito; 4.032 ; 10.946 ; 2 ; 2.473 ; 12.522.792 
4218400;Treze de Maio; 2.586 ; 7.356 ; 2 ; 2.473 ; 6.386.595 
4305157;Cerro Grande; 915 ; 2.379 ; 1 ; 2.472 ; 10.472.051 
3516408;Franco da Rocha; 49.307 ; 140.117 ; 2 ; 2.470 ; 6.138.761 
3531100;Mongaguá; 21.564 ; 59.144 ; 2 ; 2.470 ; 5.644.238 
5207352;Edealina; 1.648 ; 3.981 ; 1 ; 2.469 ; 13.270.121 
5218391;Professor Jamil; 1.428 ; 3.638 ; 2 ; 2.467 ; 39.786.500 
3157203;Santa Bárbara; 10.596 ; 30.359 ; 2 ; 2.465 ; 15.572.807 
1716505;Pedro Afonso; 4.731 ; 13.927 ; 2 ; 2.465 ; 10.354.442 
5210406;Itaberaí; 16.002 ; 44.616 ; 2 ; 2.464 ; 15.623.529 
4102703;Barra do Jacaré; 1.045 ; 2.813 ; 2 ; 2.464 ; 10.856.956 
3541653;Quadra; 1.191 ; 3.369 ; 2 ; 2.462 ; 10.571.209 
4309654;Hulha Negra; 2.205 ; 5.974 ; 2 ; 2.462 ; 14.678.101 
3536604;Paulo de Faria; 2.910 ; 7.158 ; 2 ; 2.461 ; 96.701.478 
5209952;Indiara; 6.325 ; 16.997 ; 2 ; 2.460 ; 8.790.727 
3515301;Estrela do Norte; 971 ; 2.703 ; 2 ; 2.459 ; 17.037.918 
3531902;Morro Agudo; 10.011 ; 27.839 ; 2 ; 2.458 ; 8.702.146 
3544301;Roseira; 3.637 ; 10.828 ; 3 ; 2.458 ; 6.196.431 
5007406;Rio Verde de Mato Grosso; 7.312 ; 19.706 ; 2 ; 2.458 ; 11.416.129 
3513504;Cubatão; 40.067 ; 112.321 ; 2 ; 2.458 ; 13.396.886 
3502200;Angatuba; 8.488 ; 23.937 ; 2 ; 2.457 ; 6.985.271 
3537008;Pedregulho; 5.570 ; 15.493 ; 2 ; 2.457 ; 14.258.278 
5212808;Mara Rosa; 4.088 ; 10.651 ; 2 ; 2.457 ; 11.805.555 
4320206;Seberi; 4.695 ; 11.924 ; 2 ; 2.456 ; 13.274.249 
3111408;Campo Florido; 3.032 ; 8.436 ; 2 ; 2.456 ; 12.902.425 
5221502;Turvânia; 1.808 ; 4.470 ; 2 ; 2.456 ; 8.927.564 
5004304;Iguatemi; 5.061 ; 13.766 ; 2 ; 2.456 ; 11.822.310 
3300308;Barra do Piraí; 34.978 ; 92.734 ; 2 ; 2.454 ; 7.523.145 
4112405;Japurá; 3.472 ; 9.144 ; 1 ; 2.454 ; 7.318.087 
3509908;Cananéia; 4.364 ; 12.152 ; 2 ; 2.454 ; 7.061.379 
5201454;Aparecida do Rio Doce; 1.099 ; 2.872 ; 2 ; 2.454 ; 7.369.425 
4309050;Glorinha; 2.989 ; 7.646 ; 2 ; 2.454 ; 6.624.819 
3109808;Cachoeira Dourada; 866 ; 2.296 ; 2 ; 2.454 ; 5.298.420 
3109451;Cabeceira Grande; 2.602 ; 6.627 ; 2 ; 2.453 ; 20.757.069 
4216404;São João do Sul; 3.323 ; 8.641 ; 2 ; 2.452 ; 6.230.490 
3557204;Chavantes; 4.343 ; 12.164 ; 2 ; 2.452 ; 14.451.646 
4317301;Santa Vitória do Palmar; 12.510 ; 30.762 ; 2 ; 2.452 ; 9.829.140 
5214002;Mozarlândia; 5.228 ; 14.627 ; 2 ; 2.452 ; 8.450.415 
3156700;Sabará; 45.806 ; 129.258 ; 2 ; 2.451 ; 7.294.144 
4107546;Espigão Alto do Iguaçu; 1.734 ; 4.793 ; 2 ; 2.451 ; 18.812.655 
1504208;Marabá; 86.017 ; 265.584 ; 3 ; 2.451 ; 387.043.599 
4109302;Guaraniaçu; 5.255 ; 13.689 ; 2 ; 2.449 ; 13.335.270 
4127007;Teixeira Soares; 3.326 ; 9.513 ; 2 ; 2.449 ; 14.409.358 
3101508;Além Paraíba; 11.692 ; 30.466 ; 2 ; 2.447 ; 153.573.411 
4113601;Lobato; 1.734 ; 4.599 ; 2 ; 2.447 ; 8.847.950 
3142304;Moeda; 1.856 ; 5.110 ; 2 ; 2.447 ; 7.885.059 
4316972;Santa Margarida do Sul; 1.037 ; 2.596 ; 2 ; 2.446 ; 12.101.738 
3136900;Juruaia; 4.009 ; 11.054 ; 2 ; 2.446 ; 10.226.021 
3535903;Paranapuã; 1.527 ; 4.013 ; 2 ; 2.445 ; 4.632.260 
3533007;Nova Granada; 7.284 ; 19.387 ; 2 ; 2.445 ; 6.981.564 
3154408;Ressaquinha; 1.640 ; 4.531 ; 2 ; 2.444 ; 643.380.071 
4304614;Canudos do Vale; 648 ; 1.656 ; 1 ; 2.444 ; 10.931.262 
3519105;Iacanga; 3.948 ; 10.412 ; 2 ; 2.443 ; 5.334.237 
3160405;Santo Antônio do Monte; 10.144 ; 27.220 ; 2 ; 2.442 ; 9.383.748 
3520608;Indiana; 1.919 ; 5.090 ; 2 ; 2.442 ; 6.921.514 
4103800;Cambira; 3.530 ; 9.448 ; 2 ; 2.441 ; 10.535.486 
3145604;Oliveira; 14.112 ; 39.001 ; 2 ; 2.441 ; 10.196.642 
3519709;Ibiúna; 26.339 ; 75.458 ; 2 ; 2.441 ; 59.132.919 
5006002;Nova Alvorada do Sul; 7.788 ; 21.802 ; 2 ; 2.441 ; 6.188.383 
3110509;Camanducaia; 9.668 ; 25.929 ; 2 ; 2.441 ; 12.891.298 
3105400;Barão de Cocais; 10.616 ; 30.680 ; 2 ; 2.440 ; 5.859.041 
4117271;Nova Tebas; 2.550 ; 6.830 ; 2 ; 2.440 ; 18.485.488 
3162955;São José da Lapa; 8.967 ; 26.004 ; 2 ; 2.440 ; 124.545.157 
4211850;Ouro Verde; 783 ; 2.167 ; 2 ; 2.440 ; 11.688.746 
3303955;Pinheiral; 8.813 ; 24.260 ; 2 ; 2.440 ; 6.585.983 
4309001;Giruá; 6.128 ; 15.921 ; 2 ; 2.439 ; 9.420.726 
4321709;Três Coroas; 9.275 ; 24.235 ; 2 ; 2.438 ; 6.624.499 
3546009;Santa Branca; 5.161 ; 13.962 ; 2 ; 2.438 ; 10.288.852 
3517802;Guaraçaí; 2.941 ; 7.418 ; 2 ; 2.438 ; 6.016.609 
3152105;Ponte Nova; 21.245 ; 57.129 ; 2 ; 2.438 ; 11.795.831 
5107883;Serra Nova Dourada; 641 ; 1.799 ; 2 ; 2.438 ; 3.319.352 
4110607;Iporã; 5.757 ; 15.645 ; 2 ; 2.436 ; 8.355.751 
3140506;Martinho Campos; 5.311 ; 13.926 ; 2 ; 2.436 ; 15.887.873 
5204706;Campinorte; 4.635 ; 12.489 ; 2 ; 2.436 ; 9.940.517 
4108957;Guamiranga; 2.793 ; 7.817 ; 2 ; 2.436 ; 11.883.031 
3112505;Capim Branco; 3.598 ; 10.631 ; 2 ; 2.435 ; 7.027.815 
3525409;Jeriquara; 1.318 ; 3.863 ; 2 ; 2.435 ; 8.039.967 
3504206;Auriflama; 5.393 ; 13.662 ; 1 ; 2.434 ; 8.777.977 
1500800;Ananindeua; 154.877 ; 477.332 ; 2 ; 2.433 ; 73.913.432 
4306924;Engenho Velho; 441 ; 1.292 ; 3 ; 2.433 ; 10.141.943 
4319604;São Sepé; 8.601 ; 21.071 ; 2 ; 2.432 ; 9.403.719 
3541703;Quatá; 4.827 ; 13.128 ; 2 ; 2.432 ; 6.197.710 
4107553;Farol; 1.137 ; 3.038 ; 1 ; 2.432 ; 12.472.445 
3303203;Nilópolis; 57.005 ; 146.640 ; 2 ; 2.431 ; 6.059.639 
3515608;Fernando Prestes; 2.237 ; 5.936 ; 2 ; 2.431 ; 4.904.792 
3521804;Itaí; 8.659 ; 24.085 ; 2 ; 2.429 ; 7.785.588 
4302378;Bom Progresso; 821 ; 2.096 ; 1 ; 2.429 ; 8.078.940 
5204250;Cachoeira Dourada; 3.019 ; 7.771 ; 2 ; 2.428 ; 9.308.661 
3115102;Cássia; 6.404 ; 17.035 ; 2 ; 2.428 ; 10.145.405 
3168606;Teófilo Otoni; 49.853 ; 136.155 ; 2 ; 2.427 ; 34.928.762 
3532108;Murutinga do Sul; 1.480 ; 3.712 ; 2 ; 2.426 ; 7.825.648 
3529609;Meridiano; 1.726 ; 4.572 ; 2 ; 2.426 ; 5.744.955 
3534104;Oriente; 2.202 ; 6.060 ; 2 ; 2.426 ; 4.777.317 
4305447;Chuvisca; 1.669 ; 4.597 ; 2 ; 2.425 ; 7.162.859 
4103602;Cambará; 8.363 ; 23.069 ; 2 ; 2.425 ; 8.286.501 
3534005;Onda Verde; 1.703 ; 4.766 ; 2 ; 2.425 ; 6.192.975 
5107800;Santo Antônio de Leverger; 5.115 ; 15.159 ; 3 ; 2.425 ; 9.788.815 
5214879;Nova Iguaçu de Goiás; 1.110 ; 3.007 ; 2 ; 2.424 ; 9.649.280 
3201902;Domingos Martins; 13.146 ; 35.404 ; 2 ; 2.424 ; 7.963.121 
5206602;Cumari; 1.150 ; 2.904 ; 2 ; 2.423 ; 5.032.182 
3158003;Santa Maria de Itabira; 3.435 ; 10.443 ; 3 ; 2.423 ; 313.750.566 
3106705;Betim; 146.815 ; 411.079 ; 2 ; 2.423 ; 7.360.266 
4302501;Bossoroca; 2.359 ; 5.887 ; 2 ; 2.423 ; 11.158.216 
5213087;Minaçu; 9.897 ; 26.695 ; 2 ; 2.423 ; 10.036.086 
5203807;Britânia; 2.138 ; 5.657 ; 2 ; 2.422 ; 9.642.797 
3304003;Piraí; 10.071 ; 27.415 ; 2 ; 2.422 ; 6.550.842 
4305439;Chuí; 2.385 ; 6.256 ; 2 ; 2.420 ; 8.583.124 
5103601;Dom Aquino; 3.026 ; 7.827 ; 2 ; 2.420 ; 8.708.856 
1100189;Pimenta Bueno; 12.341 ; 34.714 ; 2 ; 2.420 ; 7.524.897 
4304358;Candiota; 4.103 ; 10.624 ; 2 ; 2.420 ; 8.631.144 
4306205;Cruzeiro do Sul; 4.585 ; 11.468 ; 1 ; 2.419 ; 6.488.173 
3304110;Porto Real; 7.180 ; 20.333 ; 2 ; 2.419 ; 9.948.707 
3114303;Carmo do Paranaíba; 11.056 ; 28.657 ; 2 ; 2.419 ; 10.227.060 
3540101;Pongaí; 1.363 ; 3.393 ; 1 ; 2.419 ; 6.276.908 
3521002;Iperó; 11.765 ; 33.604 ; 2 ; 2.418 ; 47.009.977 
3510708;Cardoso; 4.603 ; 11.312 ; 2 ; 2.418 ; 4.895.898 
3549953;São Lourenço da Serra; 5.837 ; 15.987 ; 2 ; 2.416 ; 11.802.405 
3143104;Monte Carmelo; 18.236 ; 47.421 ; 2 ; 2.415 ; 8.270.564 
3553609;Tapiratiba; 4.204 ; 11.751 ; 2 ; 2.414 ; 4.701.648 
3557154;Zacarias; 1.055 ; 2.690 ; 2 ; 2.414 ; 15.167.953 
3133600;Itapeva; 4.448 ; 12.625 ; 2 ; 2.414 ; 13.944.567 
4318481;São José do Hortêncio; 1.693 ; 4.444 ; 1 ; 2.414 ; 2.752.733 
4106605;Cruzeiro do Oeste; 8.710 ; 22.512 ; 2 ; 2.413 ; 5.976.246 
2609600;Olinda; 127.261 ; 349.263 ; 2 ; 2.413 ; 22.551.779 
3132206;Itaguara; 5.202 ; 13.789 ; 2 ; 2.413 ; 207.039.893 
3527405;Lucélia; 6.600 ; 17.475 ; 2 ; 2.412 ; 6.795.493 
4219853;Zortéa; 1.463 ; 3.929 ; 2 ; 2.412 ; 17.629.601 
5000856;Angélica; 3.977 ; 10.693 ; 2 ; 2.411 ; 4.562.491 
5215702;Palmeiras de Goiás; 11.589 ; 31.802 ; 2 ; 2.411 ; 9.130.690 
3514700;Echaporã; 2.283 ; 6.204 ; 2 ; 2.411 ; 6.470.783 
3107109;Boa Esperança; 13.804 ; 39.727 ; 2 ; 2.411 ; 11.070.066 
4302402;Bom Retiro do Sul; 4.863 ; 12.228 ; 1 ; 2.411 ; 10.999.050 
5008404;Vicentina; 2.391 ; 6.307 ; 2 ; 2.411 ; 6.086.064 
5105200;Juscimeira; 4.326 ; 11.408 ; 2 ; 2.410 ; 8.764.614 
4318457;São José das Missões; 932 ; 2.362 ; 1 ; 2.410 ; 14.419.320 
4107603;Faxinal; 6.106 ; 16.279 ; 2 ; 2.410 ; 9.734.905 
3106903;Bicas; 5.463 ; 13.896 ; 2 ; 2.410 ; 10.246.795 
3149606;Pequi; 1.553 ; 4.150 ; 2 ; 2.410 ; 15.791.555 
3123908;Entre Rios de Minas; 5.464 ; 14.700 ; 2 ; 2.408 ; 8.928.628 
3114204;Carmo do Cajuru; 8.644 ; 23.365 ; 2 ; 2.408 ; 8.151.138 
3117306;Conceição das Alagoas; 9.878 ; 28.173 ; 2 ; 2.408 ; 8.052.252 
4103107;Bocaiúva do Sul; 4.650 ; 13.256 ; 2 ; 2.408 ; 27.931.740 
4102901;Bituruna; 5.183 ; 15.523 ; 2 ; 2.407 ; 7.059.363 
4315107;Porto Xavier; 3.927 ; 9.922 ; 2 ; 2.407 ; 10.863.018 
4128500;Wenceslau Braz; 7.100 ; 19.043 ; 2 ; 2.407 ; 10.266.583 
5108105;Tesouro; 1.152 ; 3.008 ; 2 ; 2.407 ; 34.764.938 
4218301;Três Barras; 6.573 ; 19.718 ; 2 ; 2.406 ; 5.009.678 
4202206;Benedito Novo; 3.711 ; 10.496 ; 2 ; 2.406 ; 3.528.125 
4318101;São Francisco de Assis; 7.246 ; 17.532 ; 2 ; 2.405 ; 11.351.106 
3528106;Macaubal; 3.008 ; 7.446 ; 1 ; 2.405 ; 7.784.089 
1506138;Redenção; 28.019 ; 85.129 ; 2 ; 2.404 ; 11.602.909 
3503604;Areiópolis; 3.400 ; 10.113 ; 2 ; 2.404 ; 14.692.518 
4304002;Campo Novo; 1.920 ; 4.968 ; 2 ; 2.404 ; 13.918.557 
4213302;Ponte Alta; 1.599 ; 4.437 ; 2 ; 2.404 ; 16.797.127 
4322004;Triunfo; 10.566 ; 27.295 ; 2 ; 2.403 ; 13.493.175 
3204906;São Mateus; 45.194 ; 122.506 ; 2 ; 2.402 ; 10.920.697 
3531605;Monte Castelo; 1.626 ; 4.219 ; 2 ; 2.402 ; 11.064.032 
4311759;Manoel Viana; 2.767 ; 6.791 ; 1 ; 2.401 ; 14.145.600 
3545704;Santa Albertina; 2.569 ; 6.340 ; 1 ; 2.400 ; 4.416.184 
3105301;Bandeira do Sul; 2.232 ; 5.942 ; 2 ; 2.400 ; 61.036.988 
4116505;Nova Aliança do Ivaí; 480 ; 1.323 ; 2 ; 2.400 ; 5.848.723 
3130903;Inhapim; 8.620 ; 22.509 ; 2 ; 2.400 ; 1.936.018.128 
1100031;Cabixi; 1.963 ; 5.335 ; 2 ; 2.399 ; 12.624.574 
3514924;Elisiário; 1.184 ; 3.138 ; 1 ; 2.399 ; 3.993.376 
3200300;Alfredo Chaves; 5.196 ; 13.810 ; 2 ; 2.399 ; 6.615.072 
3502507;Aparecida; 11.364 ; 32.345 ; 2 ; 2.398 ; 5.160.221 
5212253;Lagoa Santa; 537 ; 1.389 ; 2 ; 2.398 ; 4.443.471 
5000609;Amambai; 13.627 ; 39.036 ; 2 ; 2.398 ; 12.487.892 
4302808;Caçapava do Sul; 13.436 ; 32.353 ; 2 ; 2.397 ; 8.009.158 
3553807;Taquarituba; 8.367 ; 23.139 ; 2 ; 2.397 ; 9.051.638 
4122602;Rondon; 3.371 ; 9.092 ; 2 ; 2.397 ; 5.181.018 
4303608;Cambará do Sul; 2.414 ; 6.309 ; 2 ; 2.397 ; 7.329.695 
5005681;Mundo Novo; 7.044 ; 18.811 ; 2 ; 2.396 ; 8.503.476 
4313953;Pantano Grande; 3.971 ; 10.185 ; 2 ; 2.396 ; 8.552.910 
4127304;Terra Rica; 5.526 ; 14.806 ; 2 ; 2.396 ; 8.823.454 
3200201;Alegre; 11.364 ; 29.128 ; 2 ; 2.395 ; 8.708.575 
5007307;Rio Negro; 1.769 ; 4.823 ; 2 ; 2.394 ; 7.212.980 
4117297;Novo Itacolomi; 1.159 ; 3.124 ; 1 ; 2.393 ; 8.492.533 
3110301;Caldas; 5.717 ; 14.162 ; 2 ; 2.392 ; 13.338.759 
5218904;Rubiataba; 7.656 ; 19.666 ; 2 ; 2.392 ; 7.838.801 
3144706;Nova Era; 6.224 ; 17.322 ; 2 ; 2.391 ; 5.961.042 
4321436;Terra de Areia; 4.005 ; 10.311 ; 2 ; 2.390 ; 4.324.436 
4321105;Tapes; 6.011 ; 14.661 ; 2 ; 2.390 ; 13.562.036 
3109501;Cabo Verde; 4.200 ; 11.380 ; 2 ; 2.390 ; 209.785.571 
3203908;Nova Venécia; 18.589 ; 48.944 ; 2 ; 2.390 ; 10.550.044 
4125407;São José da Boa Vista; 2.358 ; 6.018 ; 2 ; 2.389 ; 23.866.101 
4302709;Butiá; 7.350 ; 19.056 ; 2 ; 2.388 ; 43.664.674 
4122008;Rio Azul; 4.927 ; 13.933 ; 2 ; 2.388 ; 14.241.034 
3517109;Glicério; 1.552 ; 4.124 ; 2 ; 2.388 ; 9.132.867 
4123907;Santa Mariana; 4.216 ; 11.051 ; 2 ; 2.387 ; 6.926.470 
4101101;Andirá; 7.475 ; 19.784 ; 2 ; 2.387 ; 8.059.952 
4314175;Pedras Altas; 862 ; 2.052 ; 1 ; 2.386 ; 20.257.107 
3126406;Fortuna de Minas; 1.124 ; 3.093 ; 2 ; 2.385 ; 13.235.858 
4321626;Travesseiro; 830 ; 2.148 ; 1 ; 2.385 ; 20.115.160 
4110508;Ipiranga; 4.914 ; 14.137 ; 2 ; 2.384 ; 10.014.333 
4106100;Conselheiro Mairinck; 1.341 ; 3.461 ; 2 ; 2.383 ; 12.152.909 
4116802;Nova Cantu; 2.542 ; 6.785 ; 2 ; 2.383 ; 13.608.714 
1705508;Colinas do Tocantins; 11.816 ; 34.091 ; 2 ; 2.382 ; 13.442.726 
3520426;Ilha Comprida; 5.249 ; 13.297 ; 2 ; 2.382 ; 6.151.372 
4301909;Barra do Ribeiro; 4.795 ; 12.186 ; 2 ; 2.381 ; 7.374.363 
3536307;Patrocínio Paulista; 5.023 ; 14.473 ; 2 ; 2.381 ; 7.325.277 
3154705;Ribeirão Vermelho; 1.470 ; 4.080 ; 2 ; 2.381 ; 12.726.935 
1100601;Cacaulândia; 1.483 ; 4.145 ; 2 ; 2.381 ; 12.002.957 
4303202;Cacique Doble; 1.660 ; 4.601 ; 2 ; 2.380 ; 22.524.710 
4122156;Rio Bonito do Iguaçu; 4.824 ; 13.911 ; 2 ; 2.380 ; 9.163.064 
3511607;Cesário Lange; 6.133 ; 17.921 ; 2 ; 2.380 ; 7.244.645 
3549250;São João de Iracema; 687 ; 1.845 ; 2 ; 2.379 ; 5.483.709 
4322707;Vera Cruz; 10.333 ; 26.604 ; 1 ; 2.379 ; 5.450.020 
3553955;Tarumã; 5.231 ; 14.875 ; 2 ; 2.379 ; 4.005.229 
5221304;Três Ranchos; 1.143 ; 2.914 ; 2 ; 2.379 ; 8.079.274 
5214507;Nerópolis; 11.181 ; 31.879 ; 2 ; 2.378 ; 12.936.737 
4315073;Porto Vera Cruz; 665 ; 1.560 ; 1 ; 2.378 ; 8.408.551 
5104203;Guiratinga; 4.399 ; 10.756 ; 2 ; 2.377 ; 11.990.794 
4317608;Santo Antônio da Patrulha; 17.068 ; 42.618 ; 2 ; 2.377 ; 6.606.578 
3202504;Ibiraçu; 4.246 ; 11.713 ; 2 ; 2.376 ; 5.381.351 
3521150;Ipiguá; 2.445 ; 6.761 ; 2 ; 2.375 ; 5.394.490 
4102802;Bela Vista do Paraíso; 5.533 ; 14.774 ; 2 ; 2.375 ; 8.267.856 
5208103;Formoso; 1.816 ; 4.658 ; 2 ; 2.375 ; 12.615.798 
4306056;Cristal; 2.766 ; 7.281 ; 2 ; 2.375 ; 16.998.775 
4320578;Sete de Setembro; 696 ; 1.805 ; 1 ; 2.374 ; 12.259.578 
3537503;Pereiras; 3.111 ; 8.721 ; 2 ; 2.373 ; 8.711.319 
4312427;Mormaço; 1.058 ; 2.754 ; 2 ; 2.373 ; 6.690.919 
3202207;Fundão; 6.712 ; 17.945 ; 2 ; 2.372 ; 8.106.319 
4316006;Rolante; 8.233 ; 21.219 ; 1 ; 2.372 ; 13.886.377 
4306353;Dezesseis de Novembro; 1.017 ; 2.507 ; 1 ; 2.371 ; 15.522.488 
3120904;Curvelo; 29.782 ; 80.346 ; 2 ; 2.371 ; 10.214.523 
4123303;Santa Cruz de Monte Castelo; 3.225 ; 8.572 ; 2 ; 2.371 ; 8.696.851 
4310504;Iraí; 2.834 ; 7.336 ; 2 ; 2.371 ; 11.841.459 
3543709;Rincão; 3.315 ; 9.064 ; 2 ; 2.371 ; 3.780.503 
3138401;Leopoldina; 19.184 ; 50.952 ; 2 ; 2.370 ; 9.204.931 
2611101;Petrolina; 128.378 ; 385.326 ; 2 ; 2.370 ; 20.899.490 
4118808;Peabiru; 5.005 ; 13.305 ; 2 ; 2.370 ; 6.881.818 
4107108;Diamante do Norte; 1.887 ; 5.140 ; 2 ; 2.369 ; 4.062.651 
4211256;Morro Grande; 1.088 ; 3.010 ; 1 ; 2.369 ; 3.667.606 
3530904;Mombuca; 1.232 ; 3.722 ; 2 ; 2.368 ; 5.545.338 
3143500;Morada Nova de Minas; 3.432 ; 9.017 ; 2 ; 2.367 ; 13.172.252 
5002100;Bela Vista; 7.231 ; 21.442 ; 2 ; 2.367 ; 12.464.959 
4127205;Terra Boa; 6.507 ; 17.509 ; 2 ; 2.367 ; 8.003.039 
4319158;São Miguel das Missões; 2.804 ; 7.043 ; 1 ; 2.366 ; 13.690.430 
1101492;São Francisco do Guaporé; 5.784 ; 16.175 ; 2 ; 2.366 ; 8.544.723 
