CD_MUN;NM_MUN; V06001 ; V06002 ; V06003 ; V06004 ; V06005 
3539301;Pirassununga; 27.605 ; 73.334 ; 2 ; 3.445 ; 14.659.229 
4300208;Ajuricaba; 2.592 ; 6.666 ; 1 ; 3.445 ; 44.149.958 
3557006;Votorantim; 44.333 ; 126.897 ; 2 ; 3.443 ; 417.181.744 
4317202;Santa Rosa; 30.005 ; 76.458 ; 1 ; 3.441 ; 18.842.913 
4213005;Pinheiro Preto; 1.175 ; 3.473 ; 2 ; 3.440 ; 8.373.581 
4312807;Nova Araçá; 1.811 ; 4.954 ; 2 ; 3.439 ; 19.097.607 
4211009;Mondaí; 3.779 ; 10.043 ; 2 ; 3.434 ; 28.943.471 
4207759;Iraceminha; 1.466 ; 3.984 ; 2 ; 3.433 ; 26.941.745 
4205431;Formosa do Sul; 949 ; 2.668 ; 2 ; 3.433 ; 26.855.258 
4120853;Quatro Pontes; 1.696 ; 4.480 ; 1 ; 3.431 ; 20.354.825 
4201653;Arvoredo; 869 ; 2.502 ; 2 ; 3.430 ; 29.772.280 
4321501;Torres; 16.524 ; 41.501 ; 2 ; 3.424 ; 17.232.696 
3526902;Limeira; 104.429 ; 290.221 ; 2 ; 3.421 ; 142.984.179 
5107602;Rondonópolis; 86.822 ; 242.699 ; 2 ; 3.420 ; 29.905.022 
5102678;Campo Verde; 15.418 ; 44.439 ; 2 ; 3.419 ; 19.868.525 
4215356;Saltinho; 1.356 ; 3.628 ; 2 ; 3.418 ; 50.372.283 
3536109;Pardinho; 2.499 ; 7.125 ; 2 ; 3.415 ; 972.841.507 
3504008;Assis; 38.160 ; 99.859 ; 2 ; 3.415 ; 17.593.077 
4323770;Westfália; 1.112 ; 3.094 ; 2 ; 3.415 ; 14.532.511 
4120804;Quatro Barras; 8.461 ; 24.146 ; 2 ; 3.414 ; 29.224.376 
5101407;Aripuanã; 7.744 ; 24.177 ; 2 ; 3.413 ; 22.614.485 
5215306;Orizona; 6.267 ; 16.299 ; 2 ; 3.413 ; 40.140.281 
3518404;Guaratinguetá; 41.900 ; 117.110 ; 2 ; 3.409 ; 17.298.289 
4313409;Novo Hamburgo; 89.846 ; 226.451 ; 2 ; 3.408 ; 32.181.445 
3527306;Louveira; 17.898 ; 51.746 ; 2 ; 3.408 ; 16.318.957 
3503307;Araras; 47.968 ; 130.510 ; 2 ; 3.407 ; 18.350.991 
5107248;Santa Carmem; 1.723 ; 5.339 ; 2 ; 3.407 ; 21.254.128 
3549102;São João da Boa Vista; 34.670 ; 92.281 ; 2 ; 3.406 ; 16.727.176 
4115804;Medianeira; 19.553 ; 54.215 ; 2 ; 3.398 ; 15.312.772 
4209300;Lages; 59.933 ; 164.202 ; 2 ; 3.398 ; 20.954.443 
5205406;Ceres; 8.357 ; 21.937 ; 2 ; 3.397 ; 148.150.245 
4119004;Pérola d'Oeste; 2.399 ; 6.210 ; 1 ; 3.395 ; 26.300.452 
4204350;Cordilheira Alta; 1.664 ; 4.781 ; 2 ; 3.394 ; 16.129.015 
4204301;Concórdia; 30.413 ; 81.404 ; 2 ; 3.394 ; 15.699.100 
5007695;São Gabriel do Oeste; 10.670 ; 29.456 ; 2 ; 3.393 ; 22.523.798 
3304524;Rio das Ostras; 59.060 ; 156.358 ; 2 ; 3.390 ; 16.428.015 
4120358;Pranchita; 2.148 ; 5.737 ; 2 ; 3.388 ; 40.435.160 
4321006;Tapera; 4.045 ; 10.542 ; 2 ; 3.387 ; 21.204.547 
4219309;Videira; 20.539 ; 55.294 ; 2 ; 3.383 ; 17.483.192 
5219209;Santa Cruz de Goiás; 1.241 ; 2.999 ; 2 ; 3.382 ; 20.609.089 
3507001;Boituva; 21.710 ; 61.008 ; 2 ; 3.378 ; 20.140.197 
4319752;São Vendelino; 852 ; 2.251 ; 1 ; 3.377 ; 7.744.460 
3524402;Jacareí; 85.059 ; 239.959 ; 2 ; 3.373 ; 22.869.264 
4204707;Cunha Porã; 4.189 ; 10.864 ; 1 ; 3.372 ; 25.478.846 
3138203;Lavras; 38.930 ; 104.360 ; 2 ; 3.371 ; 22.004.453 
4206009;Governador Celso Ramos; 6.150 ; 16.889 ; 2 ; 3.371 ; 159.320.169 
4214904;Rio Fortuna; 1.582 ; 4.700 ; 2 ; 3.370 ; 22.500.800 
4205357;Flor do Sertão; 663 ; 1.783 ; 2 ; 3.369 ; 52.296.345 
3524303;Jaboticabal; 27.388 ; 71.608 ; 2 ; 3.367 ; 17.785.771 
4304630;Capão da Canoa; 23.875 ; 63.355 ; 2 ; 3.366 ; 18.871.672 
4217253;São Pedro de Alcântara; 1.734 ; 4.590 ; 2 ; 3.364 ; 9.453.318 
5213756;Montividiu; 4.424 ; 12.424 ; 2 ; 3.359 ; 17.954.408 
4308904;Getúlio Vargas; 6.680 ; 16.433 ; 1 ; 3.352 ; 16.200.018 
4300471;Almirante Tamandaré do Sul; 798 ; 1.968 ; 1 ; 3.350 ; 19.801.287 
4317400;Santiago; 19.644 ; 48.667 ; 2 ; 3.347 ; 18.938.149 
4109658;Honório Serpa; 1.775 ; 4.935 ; 2 ; 3.346 ; 30.941.711 
4320602;Severiano de Almeida; 1.309 ; 3.402 ; 1 ; 3.344 ; 27.171.503 
5100607;Alto Taquari; 3.912 ; 10.849 ; 2 ; 3.344 ; 16.277.852 
4317509;Santo Ângelo; 29.689 ; 76.182 ; 2 ; 3.343 ; 19.225.007 
4106407;Cornélio Procópio; 16.957 ; 44.845 ; 2 ; 3.341 ; 15.656.173 
4216008;São Carlos; 3.873 ; 10.269 ; 2 ; 3.339 ; 30.273.200 
3551702;Sertãozinho; 45.875 ; 126.731 ; 2 ; 3.338 ; 13.878.573 
3170107;Uberaba; 127.295 ; 335.436 ; 2 ; 3.337 ; 40.758.301 
4305801;Constantina; 3.790 ; 10.377 ; 2 ; 3.336 ; 30.973.652 
3505500;Barretos; 46.311 ; 121.946 ; 2 ; 3.335 ; 17.007.347 
4211306;Navegantes; 29.442 ; 86.202 ; 2 ; 3.334 ; 157.818.831 
4217303;Saudades; 3.595 ; 10.249 ; 2 ; 3.332 ; 19.308.379 
4213203;Pomerode; 11.949 ; 34.247 ; 2 ; 3.332 ; 14.711.297 
4218806;Turvo; 4.814 ; 12.990 ; 2 ; 3.330 ; 63.293.923 
3509205;Cajamar; 32.631 ; 92.532 ; 2 ; 3.328 ; 22.507.260 
3530300;Mirassol; 23.207 ; 63.200 ; 2 ; 3.327 ; 15.263.843 
4204251;Cocal do Sul; 6.227 ; 17.206 ; 2 ; 3.323 ; 6.573.541 
4311809;Marau; 17.278 ; 44.987 ; 2 ; 3.320 ; 16.605.173 
5105606;Matupá; 6.848 ; 19.938 ; 2 ; 3.319 ; 17.699.449 
4316600;Sananduva; 6.613 ; 16.382 ; 1 ; 3.317 ; 20.548.450 
4200754;Alto Bela Vista; 725 ; 1.856 ; 2 ; 3.316 ; 26.523.923 
5220264;São Miguel do Passa Quatro; 1.652 ; 4.366 ; 2 ; 3.316 ; 39.508.137 
4313508;Osório; 17.757 ; 45.925 ; 2 ; 3.314 ; 17.325.403 
4128104;Umuarama; 44.241 ; 116.696 ; 2 ; 3.314 ; 18.601.545 
4313086;Nova Pádua; 810 ; 2.343 ; 2 ; 3.313 ; 11.230.127 
4214201;Quilombo; 3.843 ; 10.983 ; 2 ; 3.312 ; 23.297.883 
4211652;Novo Horizonte; 908 ; 2.641 ; 2 ; 3.312 ; 17.760.462 
4202453;Bombinhas; 9.062 ; 24.870 ; 2 ; 3.310 ; 13.656.522 
4202107;Barra Velha; 16.156 ; 45.139 ; 2 ; 3.310 ; 9.048.913 
4117255;Nova Prata do Iguaçu; 4.513 ; 12.684 ; 2 ; 3.309 ; 24.655.852 
3132404;Itajubá; 33.624 ; 91.962 ; 2 ; 3.307 ; 47.873.493 
4320651;Silveira Martins; 789 ; 2.019 ; 1 ; 3.305 ; 14.650.537 
4203204;Camboriú; 36.483 ; 102.994 ; 2 ; 3.305 ; 38.999.372 
3520400;Ilhabela; 12.692 ; 34.794 ; 2 ; 3.303 ; 18.739.330 
4313300;Nova Prata; 9.881 ; 25.552 ; 2 ; 3.303 ; 13.965.725 
1501402;Belém; 422.966 ; 1.301.333 ; 3 ; 3.303 ; 187.407.168 
4125506;São José dos Pinhais; 117.123 ; 327.696 ; 2 ; 3.301 ; 52.635.153 
5107958;Tangará da Serra; 38.022 ; 105.637 ; 2 ; 3.300 ; 17.417.058 
3145901;Ouro Branco; 13.657 ; 38.678 ; 2 ; 3.300 ; 15.209.129 
4310405;Independência; 2.484 ; 6.423 ; 2 ; 3.298 ; 26.020.538 
3545803;Santa Bárbara d'Oeste; 66.064 ; 183.060 ; 2 ; 3.297 ; 156.263.830 
3170701;Varginha; 49.483 ; 136.044 ; 2 ; 3.296 ; 19.008.694 
3152501;Pouso Alegre; 55.929 ; 150.962 ; 2 ; 3.294 ; 21.923.160 
4107850;Flor da Serra do Sul; 1.625 ; 4.357 ; 2 ; 3.291 ; 26.588.500 
5108907;Nova Maringá; 1.920 ; 5.691 ; 2 ; 3.289 ; 13.644.560 
4217808;Taió; 6.824 ; 18.249 ; 2 ; 3.287 ; 18.098.833 
4218905;Urubici; 3.956 ; 10.813 ; 2 ; 3.286 ; 20.513.301 
4123006;Salto do Lontra; 5.630 ; 15.207 ; 2 ; 3.283 ; 27.669.955 
4214508;Rio do Campo; 2.343 ; 6.438 ; 2 ; 3.282 ; 26.068.189 
4314407;Pelotas; 130.706 ; 323.586 ; 2 ; 3.279 ; 147.447.141 
5209705;Hidrolândia; 9.707 ; 27.625 ; 2 ; 3.279 ; 450.730.937 
4304408;Canela; 18.302 ; 48.644 ; 2 ; 3.279 ; 17.789.398 
4321808;Três de Maio; 9.873 ; 24.815 ; 1 ; 3.275 ; 18.269.063 
3545159;Saltinho; 2.913 ; 8.155 ; 2 ; 3.271 ; 12.662.319 
4200309;Agronômica; 2.229 ; 6.035 ; 2 ; 3.267 ; 11.264.520 
4208500;Ituporanga; 9.510 ; 26.356 ; 2 ; 3.265 ; 12.129.737 
4314472;Pinhal Grande; 1.474 ; 3.803 ; 2 ; 3.264 ; 42.850.565 
4320909;Tapejara; 9.340 ; 24.493 ; 2 ; 3.264 ; 50.074.712 
3501905;Amparo; 24.489 ; 67.681 ; 2 ; 3.262 ; 14.590.509 
4208450;Itapoá; 11.491 ; 30.664 ; 2 ; 3.260 ; 10.968.203 
3171303;Viçosa; 29.055 ; 76.117 ; 2 ; 3.260 ; 19.490.029 
4210605;Massaranduba; 6.204 ; 17.147 ; 2 ; 3.256 ; 144.062.512 
5107768;Santa Rita do Trivelato; 1.050 ; 3.254 ; 2 ; 3.254 ; 14.689.809 
4102752;Bela Vista da Caroba; 1.461 ; 4.031 ; 1 ; 3.252 ; 33.978.967 
3528908;Mariápolis; 1.382 ; 3.511 ; 2 ; 3.252 ; 1.755.170.381 
4304705;Carazinho; 24.216 ; 61.362 ; 2 ; 3.250 ; 62.250.565 
4309803;Ibiaçá; 1.770 ; 4.408 ; 1 ; 3.250 ; 23.626.273 
4301958;Barra Funda; 896 ; 2.489 ; 1 ; 3.248 ; 16.151.590 
4206603;Guarujá do Sul; 1.946 ; 4.827 ; 1 ; 3.248 ; 33.743.737 
4213609;Porto União; 11.869 ; 32.756 ; 2 ; 3.246 ; 16.363.417 
3104007;Araxá; 40.328 ; 111.060 ; 2 ; 3.245 ; 17.374.844 
4115309;Mariópolis; 2.417 ; 6.366 ; 2 ; 3.244 ; 47.879.249 
3306305;Volta Redonda; 97.973 ; 261.151 ; 2 ; 3.242 ; 26.541.475 
4204806;Curitibanos; 14.314 ; 39.975 ; 2 ; 3.242 ; 306.060.073 
4216206;São Francisco do Sul; 19.370 ; 52.416 ; 2 ; 3.241 ; 17.334.719 
5211909;Jataí; 38.266 ; 104.967 ; 2 ; 3.238 ; 23.180.761 
4215695;Santiago do Sul; 577 ; 1.642 ; 1 ; 3.236 ; 53.398.575 
5107941;Tabaporã; 3.300 ; 9.667 ; 2 ; 3.236 ; 13.873.651 
4205191;Ermo; 807 ; 2.246 ; 2 ; 3.234 ; 227.502.963 
3305802;Teresópolis; 64.389 ; 164.684 ; 2 ; 3.234 ; 82.259.803 
3557105;Votuporanga; 37.331 ; 96.486 ; 2 ; 3.234 ; 15.133.899 
3504503;Avaré; 33.459 ; 90.508 ; 2 ; 3.233 ; 291.212.535 
4212502;Penha; 11.982 ; 33.619 ; 2 ; 3.233 ; 16.933.330 
4127106;Telêmaco Borba; 26.428 ; 74.699 ; 2 ; 3.232 ; 36.194.529 
4302584;Bozano; 807 ; 2.150 ; 2 ; 3.232 ; 16.501.935 
4305009;Catuípe; 3.370 ; 8.666 ; 1 ; 3.228 ; 28.604.722 
4309902;Ibiraiaras; 2.525 ; 6.776 ; 2 ; 3.227 ; 21.411.584 
4114609;Marechal Cândido Rondon; 21.041 ; 55.619 ; 2 ; 3.223 ; 14.040.520 
4209508;Laurentino; 2.938 ; 7.906 ; 2 ; 3.221 ; 9.078.713 
3540002;Pompéia; 7.310 ; 20.159 ; 2 ; 3.220 ; 11.743.376 
4305207;Cerro Largo; 5.350 ; 13.528 ; 1 ; 3.217 ; 22.618.313 
4305587;Colinas; 946 ; 2.414 ; 2 ; 3.216 ; 28.978.662 
4211702;Orleans; 8.538 ; 23.605 ; 2 ; 3.216 ; 17.267.060 
3511102;Catanduva; 44.039 ; 115.534 ; 2 ; 3.215 ; 15.040.457 
3554508;Tietê; 13.833 ; 37.541 ; 2 ; 3.214 ; 185.364.367 
3527108;Lins; 28.421 ; 74.078 ; 2 ; 3.213 ; 13.842.235 
3303906;Petrópolis; 108.221 ; 277.917 ; 2 ; 3.213 ; 405.694.000 
4219408;Witmarsum; 1.527 ; 4.242 ; 2 ; 3.209 ; 16.392.864 
3509007;Caieiras; 32.681 ; 94.748 ; 2 ; 3.208 ; 844.229.009 
5200605;Alto Paraíso de Goiás; 3.620 ; 10.001 ; 3 ; 3.206 ; 20.494.504 
3128600;Guarda-Mor; 2.407 ; 6.501 ; 2 ; 3.203 ; 27.387.448 
4312385;Monte Belo do Sul; 917 ; 2.557 ; 2 ; 3.203 ; 8.098.008 
4203600;Campos Novos; 13.591 ; 36.788 ; 2 ; 3.203 ; 11.856.059 
3504602;Bady Bassitt; 9.957 ; 27.246 ; 2 ; 3.203 ; 10.810.171 
4121604;Renascença; 2.498 ; 6.835 ; 2 ; 3.202 ; 37.029.104 
4306452;Dois Lajeados; 1.161 ; 3.086 ; 1 ; 3.201 ; 18.705.737 
3514403;Dracena; 17.093 ; 44.299 ; 2 ; 3.199 ; 14.692.853 
4201406;Araranguá; 26.770 ; 71.511 ; 2 ; 3.198 ; 11.527.228 
3534708;Ourinhos; 37.999 ; 103.624 ; 2 ; 3.198 ; 17.272.484 
4318705;São Leopoldo; 84.184 ; 216.249 ; 2 ; 3.197 ; 39.579.099 
4212106;Palmitos; 6.048 ; 15.568 ; 1 ; 3.193 ; 27.383.502 
3513702;Descalvado; 11.396 ; 31.613 ; 2 ; 3.193 ; 195.732.597 
4217402;Schroeder; 6.835 ; 20.053 ; 2 ; 3.191 ; 8.369.745 
4210506;Maravilha; 10.619 ; 28.055 ; 1 ; 3.191 ; 12.598.146 
4306106;Cruz Alta; 22.756 ; 58.534 ; 2 ; 3.188 ; 19.686.547 
3528502;Mairiporã; 33.008 ; 93.416 ; 2 ; 3.188 ; 19.735.433 
5003900;Figueirão; 1.363 ; 3.528 ; 2 ; 3.186 ; 71.910.636 
4203006;Caçador; 26.331 ; 73.600 ; 2 ; 3.186 ; 13.784.305 
3502002;Analândia; 1.679 ; 4.580 ; 2 ; 3.185 ; 14.096.090 
5101902;Brasnorte; 5.717 ; 16.651 ; 2 ; 3.184 ; 14.131.026 
3130705;Indianópolis; 2.263 ; 6.106 ; 2 ; 3.181 ; 490.674.759 
5104542;Itanhangá; 2.552 ; 7.490 ; 2 ; 3.180 ; 21.046.229 
4322806;Veranópolis; 9.531 ; 23.961 ; 1 ; 3.180 ; 17.047.460 
5211503;Itumbiara; 39.706 ; 107.278 ; 2 ; 3.179 ; 50.485.659 
3163706;São Lourenço; 17.098 ; 44.337 ; 2 ; 3.177 ; 152.336.252 
4207304;Imbituba; 19.931 ; 52.173 ; 2 ; 3.175 ; 11.893.454 
4101002;Ampére; 7.293 ; 19.603 ; 2 ; 3.175 ; 20.172.183 
4306403;Dois Irmãos; 11.923 ; 30.596 ; 1 ; 3.173 ; 15.530.472 
1100205;Porto Velho; 151.886 ; 457.020 ; 2 ; 3.171 ; 114.979.381 
3500105;Adamantina; 13.567 ; 34.506 ; 2 ; 3.171 ; 12.592.314 
4322301;Tuparendi; 3.367 ; 8.351 ; 1 ; 3.171 ; 14.941.467 
3524808;Jales; 19.080 ; 48.638 ; 1 ; 3.169 ; 14.317.698 
4123501;Santa Helena; 9.524 ; 25.472 ; 2 ; 3.168 ; 19.957.260 
4312005;Mariano Moro; 757 ; 1.858 ; 1 ; 3.167 ; 35.103.129 
4305371;Charrua; 959 ; 2.768 ; 2 ; 3.164 ; 42.280.076 
3505302;Barra Bonita; 12.891 ; 34.240 ; 2 ; 3.161 ; 13.737.298 
2927408;Salvador; 958.539 ; 2.407.766 ; 2 ; 3.161 ; 190.464.605 
4215703;Santo Amaro da Imperatriz; 10.185 ; 27.021 ; 2 ; 3.158 ; 8.625.731 
4300802;Antônio Prado; 5.001 ; 12.990 ; 1 ; 3.158 ; 13.380.915 
4321956;Trindade do Sul; 2.836 ; 7.548 ; 2 ; 3.157 ; 28.904.421 
4211751;Otacílio Costa; 6.307 ; 17.283 ; 2 ; 3.156 ; 170.214.768 
4307609;Estância Velha; 17.902 ; 47.811 ; 2 ; 3.155 ; 14.656.172 
4313359;Nova Roma do Sul; 1.246 ; 3.456 ; 2 ; 3.154 ; 8.459.195 
4219176;Vargem Bonita; 1.609 ; 4.569 ; 2 ; 3.152 ; 24.374.838 
4218004;Tijucas; 18.229 ; 51.215 ; 2 ; 3.151 ; 10.493.650 
4307708;Esteio; 29.279 ; 75.948 ; 2 ; 3.150 ; 11.173.462 
4201604;Arroio Trinta; 1.391 ; 3.556 ; 1 ; 3.150 ; 12.385.300 
5201108;Anápolis; 142.214 ; 396.687 ; 2 ; 3.148 ; 37.389.334 
4125308;São Jorge do Ivaí; 1.922 ; 5.155 ; 1 ; 3.148 ; 34.117.273 
3518800;Guarulhos; 450.353 ; 1.283.456 ; 2 ; 3.147 ; 226.242.238 
4321907;Três Passos; 9.952 ; 24.981 ; 1 ; 3.144 ; 22.677.952 
4215802;São Bento do Sul; 30.054 ; 83.255 ; 2 ; 3.143 ; 16.664.518 
4109401;Guarapuava; 63.944 ; 180.659 ; 2 ; 3.143 ; 32.200.069 
4126272;Saudade do Iguaçu; 2.119 ; 6.108 ; 2 ; 3.143 ; 21.824.177 
4306809;Encantado; 9.028 ; 22.785 ; 1 ; 3.143 ; 13.894.338 
4305355;Charqueadas; 11.993 ; 31.149 ; 2 ; 3.142 ; 11.623.218 
4316709;Santa Bárbara do Sul; 3.200 ; 8.097 ; 1 ; 3.141 ; 24.553.799 
3131307;Ipatinga; 85.707 ; 227.305 ; 2 ; 3.140 ; 18.018.734 
4310900;Jacutinga; 1.299 ; 3.307 ; 1 ; 3.139 ; 10.543.103 
4208708;Jacinto Machado; 3.951 ; 10.620 ; 2 ; 3.139 ; 8.641.403 
4218350;Treviso; 1.367 ; 3.773 ; 2 ; 3.138 ; 5.793.712 
4202800;Braço do Norte; 11.856 ; 33.733 ; 2 ; 3.134 ; 18.317.528 
4203501;Campo Erê; 3.482 ; 9.563 ; 2 ; 3.134 ; 25.576.258 
3531209;Monte Alegre do Sul; 3.237 ; 8.603 ; 2 ; 3.134 ; 92.462.809 
4122305;Rio Negro; 10.991 ; 31.209 ; 2 ; 3.133 ; 13.523.677 
4307807;Estrela; 12.415 ; 32.069 ; 2 ; 3.133 ; 11.710.686 
3302700;Maricá; 73.425 ; 196.762 ; 2 ; 3.131 ; 11.810.202 
4104501;Capanema; 7.854 ; 20.424 ; 2 ; 3.131 ; 21.990.183 
4320404;Serafina Corrêa; 6.226 ; 16.926 ; 2 ; 3.130 ; 15.107.714 
3513108;Cravinhos; 11.347 ; 33.204 ; 2 ; 3.129 ; 15.743.486 
3546207;Santa Cruz da Conceição; 1.631 ; 4.271 ; 2 ; 3.128 ; 10.496.333 
5100805;Apiacás; 2.797 ; 8.477 ; 3 ; 3.128 ; 15.518.735 
4118402;Paranavaí; 34.312 ; 91.651 ; 2 ; 3.128 ; 17.967.080 
4207007;Içara; 21.067 ; 58.867 ; 2 ; 3.127 ; 82.263.471 
3508504;Caçapava; 33.646 ; 95.908 ; 2 ; 3.126 ; 12.828.307 
3547502;Santa Rita do Passa Quatro; 9.460 ; 24.674 ; 2 ; 3.126 ; 11.316.765 
3507902;Brotas; 8.614 ; 23.774 ; 2 ; 3.125 ; 19.381.281 
5008305;Três Lagoas; 47.880 ; 131.028 ; 2 ; 3.125 ; 14.082.074 
4128609;Verê; 2.921 ; 7.915 ; 2 ; 3.124 ; 27.692.859 
3546603;Santa Fé do Sul; 13.400 ; 34.646 ; 2 ; 3.124 ; 12.582.169 
4124806;São João; 4.544 ; 11.874 ; 1 ; 3.123 ; 33.805.528 
5106174;Nova Nazaré; 1.103 ; 3.882 ; 6 ; 3.123 ; 12.851.810 
4201273;Arabutã; 1.605 ; 4.377 ; 2 ; 3.122 ; 19.481.718 
3511508;Cerquilho; 15.898 ; 44.520 ; 2 ; 3.122 ; 10.098.293 
4315602;Rio Grande; 74.556 ; 190.614 ; 2 ; 3.121 ; 182.442.140 
4113304;Laranjeiras do Sul; 11.855 ; 31.930 ; 2 ; 3.119 ; 20.267.157 
5106802;Porto dos Gaúchos; 2.046 ; 5.533 ; 2 ; 3.117 ; 57.531.132 
3538006;Pindamonhangaba; 57.979 ; 165.021 ; 2 ; 3.114 ; 27.638.498 
4307906;Farroupilha; 26.997 ; 70.139 ; 1 ; 3.113 ; 9.933.035 
3552809;Taboão da Serra; 99.418 ; 273.306 ; 2 ; 3.110 ; 25.660.463 
4311155;Jóia; 2.777 ; 7.158 ; 2 ; 3.108 ; 36.132.167 
3544004;Rio das Pedras; 10.670 ; 31.289 ; 2 ; 3.107 ; 9.757.385 
3500550;Águas de Santa Bárbara; 2.707 ; 7.149 ; 2 ; 3.106 ; 12.886.818 
2919553;Luís Eduardo Magalhães; 36.342 ; 107.688 ; 2 ; 3.105 ; 68.557.912 
3519071;Hortolândia; 80.791 ; 232.158 ; 2 ; 3.103 ; 10.732.978 
3521408;Iracemápolis; 7.539 ; 21.933 ; 2 ; 3.103 ; 7.667.326 
4120150;Porto Barreiro; 1.133 ; 3.110 ; 2 ; 3.103 ; 29.416.984 
4306320;Derrubadas; 1.074 ; 2.751 ; 1 ; 3.102 ; 29.453.108 
3525300;Jaú; 48.510 ; 132.753 ; 2 ; 3.101 ; 21.347.627 
4313607;Paim Filho; 1.414 ; 3.629 ; 1 ; 3.101 ; 30.555.214 
4300554;Alto Alegre; 692 ; 1.787 ; 1 ; 3.100 ; 19.780.713 
5101803;Barra do Garças; 25.255 ; 68.812 ; 2 ; 3.099 ; 15.341.816 
4217006;São Ludgero; 4.660 ; 13.505 ; 2 ; 3.099 ; 12.492.279 
4207502;Indaial; 25.814 ; 71.407 ; 2 ; 3.099 ; 10.579.133 
5211305;Itarumã; 2.336 ; 6.069 ; 2 ; 3.096 ; 36.184.323 
3302601;Mangaratiba; 15.750 ; 41.153 ; 2 ; 3.095 ; 377.481.353 
4211603;Nova Veneza; 4.870 ; 13.604 ; 2 ; 3.095 ; 11.487.577 
3161403;São Francisco do Glória; 1.798 ; 4.797 ; 2 ; 3.093 ; 2.808.617.296 
4305116;Centenário; 1.031 ; 2.715 ; 1 ; 3.092 ; 23.419.766 
1100304;Vilhena; 34.951 ; 95.230 ; 2 ; 3.092 ; 180.552.793 
4310363;Imigrante; 1.182 ; 3.067 ; 2 ; 3.092 ; 11.524.164 
4206306;Guabiruba; 8.367 ; 24.543 ; 2 ; 3.091 ; 17.807.508 
4302253;Boa Vista do Sul; 1.052 ; 2.774 ; 2 ; 3.091 ; 16.079.186 
3516200;Franca; 127.909 ; 350.906 ; 2 ; 3.090 ; 14.822.254 
4319000;São Marcos; 8.225 ; 21.072 ; 1 ; 3.089 ; 7.922.745 
3114907;Casa Grande; 765 ; 2.214 ; 2 ; 3.089 ; 50.532.339 
4210001;Luiz Alves; 3.984 ; 11.680 ; 2 ; 3.089 ; 8.120.275 
5217708;Pontalina; 7.355 ; 18.147 ; 2 ; 3.088 ; 669.908.848 
2704302;Maceió; 335.721 ; 953.183 ; 2 ; 3.087 ; 30.543.190 
4206900;Ibirama; 7.261 ; 19.846 ; 2 ; 3.087 ; 9.515.593 
4101507;Arapongas; 43.959 ; 118.924 ; 2 ; 3.085 ; 13.046.293 
4307500;Espumoso; 5.793 ; 15.000 ; 1 ; 3.084 ; 19.249.089 
4309407;Guaporé; 9.621 ; 25.067 ; 2 ; 3.084 ; 9.934.752 
2304400;Fortaleza; 860.090 ; 2.424.722 ; 2 ; 3.084 ; 78.889.381 
3524907;Jambeiro; 2.296 ; 6.373 ; 2 ; 3.082 ; 17.072.367 
3120706;Cruzeiro da Fortaleza; 1.245 ; 3.521 ; 2 ; 3.082 ; 69.608.098 
3525003;Jandira; 42.007 ; 118.017 ; 2 ; 3.081 ; 25.979.443 
5006275;Paraíso das Águas; 1.954 ; 5.484 ; 2 ; 3.080 ; 16.056.211 
4312401;Montenegro; 24.334 ; 62.372 ; 2 ; 3.080 ; 19.117.991 
4318424;São João da Urtiga; 1.739 ; 4.461 ; 1 ; 3.077 ; 24.868.695 
3533908;Olímpia; 20.415 ; 54.973 ; 2 ; 3.075 ; 14.016.090 
3510500;Caraguatatuba; 48.616 ; 133.833 ; 2 ; 3.075 ; 19.488.718 
3133808;Itaúna; 36.796 ; 96.888 ; 2 ; 3.074 ; 127.459.209 
4313102;Nova Palma; 2.041 ; 5.584 ; 2 ; 3.072 ; 22.545.588 
4217105;São Martinho; 1.167 ; 3.402 ; 2 ; 3.071 ; 12.189.307 
4300661;André da Rocha; 437 ; 1.135 ; 2 ; 3.071 ; 38.801.379 
4201208;Antônio Carlos; 3.777 ; 11.199 ; 2 ; 3.070 ; 9.339.748 
4203105;Caibi; 2.310 ; 6.295 ; 2 ; 3.067 ; 22.007.384 
4208807;Jaguaruna; 7.564 ; 20.365 ; 2 ; 3.067 ; 9.603.552 
4202305;Biguaçu; 28.289 ; 76.473 ; 2 ; 3.064 ; 9.225.226 
4320107;Sarandi; 8.620 ; 22.695 ; 2 ; 3.064 ; 121.885.754 
4205902;Gaspar; 25.845 ; 72.452 ; 2 ; 3.064 ; 8.170.423 
3156908;Sacramento; 9.692 ; 26.421 ; 2 ; 3.062 ; 18.775.102 
4210100;Mafra; 20.079 ; 54.988 ; 2 ; 3.062 ; 12.129.581 
5108055;Terra Nova do Norte; 3.845 ; 10.604 ; 2 ; 3.058 ; 12.555.625 
3541505;Presidente Venceslau; 13.690 ; 34.327 ; 2 ; 3.056 ; 14.846.145 
4105508;Cianorte; 29.521 ; 79.305 ; 2 ; 3.056 ; 14.016.258 
4210803;Meleiro; 2.585 ; 6.936 ; 1 ; 3.055 ; 9.936.247 
4308458;Fortaleza dos Valos; 1.730 ; 4.456 ; 1 ; 3.054 ; 15.845.976 
4105904;Colorado; 8.807 ; 22.726 ; 1 ; 3.054 ; 10.664.010 
3122306;Divinópolis; 87.075 ; 229.956 ; 2 ; 3.054 ; 19.941.278 
4312609;Muçum; 1.785 ; 4.566 ; 2 ; 3.050 ; 9.096.119 
5204300;Caçu; 5.354 ; 13.703 ; 2 ; 3.050 ; 25.977.414 
